City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
310,Toyooka,JP,37.51,fog,35.5333,134.8333,O Hotel Toyooka
311,Dingle,PH,79.36,broken clouds,10.9995,122.6711,SEGAYA PROPERTY
312,Hervey Bay,AU,79.02,overcast clouds,-25.2986,152.8535,Shelly Bay Resort
313,Muli,MV,80.58,overcast clouds,2.9167,73.5667,Medhufushi Island Resort
314,Calama,CL,70.29,clear sky,-22.4667,-68.9333,Diego De Almagro Calama
315,Gigmoto,PH,79.9,overcast clouds,13.7796,124.39,Cj's Travellers Inn
316,Codajas,BR,73.56,overcast clouds,-3.8367,-62.0569,Atlântic Hotel
317,Norman Wells,CA,6.84,broken clouds,65.282,-126.8329,Heritage Hotel
318,Leningradskiy,RU,-25.83,scattered clouds,69.3833,178.4167,Gostinitsa
319,Faya,SA,53.71,few clouds,18.3851,42.4509,املاك خالد الشعشوع
320,Sambava,MG,74.21,broken clouds,-14.2667,50.1667,Melrose
321,Marsh Harbour,BS,74.97,moderate rain,26.5412,-77.0636,Abaco Beach Resort
322,Tessalit,ML,61.97,overcast clouds,20.1986,1.0114,Ungoofaaru Inn
323,Tonantins,BR,74.21,overcast clouds,-2.8731,-67.8022,Hotel Rei Davi
324,Nova Odesa,UA,25.79,overcast clouds,47.3078,31.7851,У Саши
325,La Suiza,CR,80.1,overcast clouds,9.8524,-83.6133,Nature Hideaway Bed & Breakfast
326,Kahului,US,81.97,clear sky,20.8947,-156.47,Maui Seaside Hotel
327,La Libertad,EC,80.26,moderate rain,-2.2333,-80.9,Playa Canela Hotel Boutique
328,Quelimane,MZ,74.34,overcast clouds,-17.8786,36.8883,Hotel Flamingo
329,Kyabram,AU,81.0,overcast clouds,-36.3167,145.05,Kyabram Motor Inn
330,Tabas,IR,48.58,few clouds,33.5959,56.9244,شرکت معماری مهراز شایگان آراد
331,Boyolangu,ID,77.63,overcast clouds,-8.1181,111.8935,Yos ega cv
332,Ambilobe,MG,72.46,overcast clouds,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
333,Labuhan,ID,79.14,overcast clouds,-6.8844,112.2051,DoubleFAG
334,Nara,JP,45.68,broken clouds,34.6851,135.8049,Guesthouse Nara Komachi
335,Ilulissat,GL,9.72,overcast clouds,69.2167,-51.1,Hotel Arctic
336,Prado,BR,76.1,broken clouds,-17.3411,-39.2208,INN CORNER RIVER - PRADO - BAHIA - HOUSING AND HOTEL
337,Srednekolymsk,RU,-43.76,broken clouds,67.45,153.6833,Ungoofaaru Inn
338,Alofi,NU,78.69,light intensity shower rain,-19.0595,-169.9187,Taloa Heights
339,Iqaluit,CA,-20.47,few clouds,63.7506,-68.5145,Frobisher Inn
340,Kathu,TH,75.02,scattered clouds,7.9178,98.3332,Novotel Phuket Resort
341,Grong,NO,34.54,light snow,64.4654,12.3149,Grong Farm and Guesthouse
342,Coos Bay,US,54.0,clear sky,43.3665,-124.2179,Best Western Holiday Hotel
343,Poum,NC,81.1,scattered clouds,-20.2333,164.0167,Gîte kajeon
344,Loandjili,CG,75.31,few clouds,-4.7561,11.8578,Résidence ARCHANGE
345,Kushmurun,KZ,5.23,overcast clouds,52.4503,64.6311,Gostinitsa Pri Depo
346,Tevaitoa,PF,81.19,light rain,-16.7833,-151.5,Hôtel Raiatea Lodge
347,Hazorasp,UZ,19.24,clear sky,41.3194,61.0742,Kemping wifi hotel
348,Necochea,AR,63.03,clear sky,-38.5473,-58.7368,dyd -mar Hotel
349,Baloda,IN,48.6,clear sky,22.15,82.4833,Ganesh Anand Catering services Baloda
350,Outjo,,76.01,broken clouds,-20.1167,16.15,Kai-Oms Backpackers Lodge
351,Montorio Al Vomano,IT,38.1,clear sky,42.5831,13.6383,Hotel Vomano
352,Dudinka,RU,2.62,light snow,69.4058,86.1778,Hotel Viktoria
353,Ixtapa,MX,74.23,overcast clouds,20.7,-105.2,Hotel Plaza Providencia
354,Itoman,JP,68.02,few clouds,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
355,Kyaiklat,MM,70.07,clear sky,16.4333,95.7333,Ayar San Girls Hostel
356,Olafsvik,IS,33.91,overcast clouds,64.8945,-23.7142,Hotel Olafsvik
357,Djibo,BF,68.94,overcast clouds,14.1022,-1.6306,Centre Des Ressources DPENA
358,Matay,EG,43.61,clear sky,28.419,30.7792,Nag Aespen
359,Asfi,MA,57.2,clear sky,32.2994,-9.2372,Hôtel Abda
360,Ngunguru,NZ,76.15,broken clouds,-35.6167,174.5,Pacific Rendezvous Motel Resort
361,Jilib,SO,72.63,scattered clouds,0.4883,42.7854,Ungoofaaru Inn
362,Chokurdakh,RU,-27.94,scattered clouds,70.6333,147.9167,Ungoofaaru Inn
363,Rantepao,ID,73.02,overcast clouds,-2.9701,119.8978,Hotel Luta Resort
364,Akyab,MM,66.6,clear sky,20.15,92.9,Hotel Memory
365,Cervo,ES,49.96,broken clouds,43.6702,-7.4101,Hotel Spa Galatea
366,Arcata,US,56.68,clear sky,40.8665,-124.0828,"Hampton Inn & Suites Arcata, CA"
367,Russell,US,56.48,clear sky,32.3502,-85.1999,Macs
368,Otane,NZ,66.38,overcast clouds,-39.8833,176.6333,Ludlow Farmstay
369,Del Rio,US,56.43,overcast clouds,29.3627,-100.8968,"Holiday Inn Express & Suites del Rio, an IHG Hotel"
370,Trapani,IT,44.78,clear sky,37.8333,12.6667,Ungoofaaru Inn
371,Nizwa,OM,60.75,clear sky,22.9333,57.5333,Orient Apartments
372,Saint-Pierre,RE,71.28,broken clouds,-21.3393,55.4781,Lindsey Hôtel
373,De-Kastri,RU,-1.17,overcast clouds,51.4667,140.7833,Somon Hotel
374,Santa Lucia,ES,53.76,few clouds,27.9117,-15.5407,Las Tirajanas
375,Rancho Palos Verdes,US,72.36,overcast clouds,33.7445,-118.387,Terranea Resort
376,Laguna,US,65.44,clear sky,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
377,Stornoway,GB,44.56,broken clouds,58.2093,-6.3865,Caladh Inn
378,Brooks,CA,33.78,overcast clouds,50.5834,-111.8851,Heritage Inn Hotel & Convention Centre
379,Arona,ES,57.51,few clouds,28.0996,-16.681,Paradise Court
380,Sroda Wielkopolska,PL,36.05,overcast clouds,52.2284,17.2762,Hotel Restauracja Wielkopolanka
381,Cherskiy,RU,-43.6,scattered clouds,68.75,161.3,Gostinitsa
382,Sandalfoot Cove,US,73.96,broken clouds,26.3392,-80.1876,smiling spa
383,Chimore,BO,74.17,overcast clouds,-16.9833,-65.1333,Bichito
384,Cockburn Town,TC,77.86,clear sky,21.4612,-71.1419,Osprey Beach Hotel
385,Chandler,US,69.24,broken clouds,33.3062,-111.8412,"Crowne Plaza Hotels & Resorts Phoenix - Chandler Golf Resort, an IHG Hotel"
386,Usinsk,RU,9.1,overcast clouds,65.9939,57.5281,Dobro Pozhalovaty
387,Piacabucu,BR,79.39,broken clouds,-10.4056,-36.4344,Piaçabuçu News
388,Pitsunda,GE,35.78,light rain,43.1592,40.3378,Hotel FREEDOM
389,Ulaanbaatar,MN,-27.27,clear sky,47.9077,106.8832,The Blue Sky Hotel and Tower
390,Karratha,AU,82.98,clear sky,-20.7377,116.8463,ibis Styles Karratha
391,Sisimiut,GL,8.44,overcast clouds,66.9395,-53.6735,Hotel Sisimiut
392,Nioro,GM,77.88,overcast clouds,13.35,-15.75,Ungoofaaru Inn
393,Cabo San Lucas,MX,76.6,clear sky,22.8909,-109.9124,Hotel Tesoro Los Cabos
394,Lompoc,US,68.14,clear sky,34.6391,-120.4579,"Holiday Inn Express Lompoc, an IHG Hotel"
395,Balgazyn,RU,-19.77,overcast clouds,51.0,95.2,Ungoofaaru Inn
396,Waitara,NZ,71.22,few clouds,-38.925,174.25,Ungoofaaru Inn
397,Vilcun,CL,70.54,clear sky,-38.65,-72.2333,"Rayen-Co, Rural Tourism"
398,Acapulco,MX,80.24,clear sky,16.8634,-99.8901,HS Hotsson Smart Acapulco
399,Mina,MX,78.26,overcast clouds,26.0011,-100.5299,Mina ctl
400,Nuevo Progreso,MX,71.6,overcast clouds,23.1667,-97.95,Balneario Rio el Paraiso
401,Nhulunbuy,AU,86.61,scattered clouds,-12.2333,136.7667,East Arnhem Real Estate
402,Champerico,GT,90.14,clear sky,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
403,Emerald,AU,84.34,broken clouds,-23.5333,148.1667,The Irish Village
404,Okoneshnikovo,RU,-13.81,overcast clouds,54.8377,75.0834,Ungoofaaru Inn
405,Shuya,RU,-2.42,light snow,56.8487,41.3883,Grand Hotel Shuya
406,Koratla,IN,57.25,clear sky,18.8167,78.7167,Srinivasa Lodge
407,Katherine,AU,82.72,broken clouds,-14.4667,132.2667,Pine Tree Motel
408,Bela,IN,46.54,clear sky,25.9333,81.9833,Raj Bhawan
409,Warmbad,,85.57,scattered clouds,-28.45,18.7333,Ungoofaaru Inn
410,Micheweni,TZ,78.71,overcast clouds,-4.9667,39.8333,Ungoofaaru Inn
411,Dukat,RU,-32.98,broken clouds,62.55,155.55,Ungoofaaru Inn
412,Tombouctou,ML,67.84,overcast clouds,20.0,-3.0,Ungoofaaru Inn
413,Nago,JP,68.16,scattered clouds,26.5881,127.9761,Hotel Yugaf Inn Okinawa
414,George Town,MY,78.73,few clouds,5.4112,100.3354,Cititel Penang
415,Key Largo,US,77.02,scattered clouds,25.0865,-80.4473,Bayside Inn Key Largo
416,Havre-Saint-Pierre,CA,0.19,clear sky,50.2334,-63.5986,Auberge Niapiskau
417,Chapleau,CA,8.69,broken clouds,47.8405,-83.4034,Nemegosenda Lake Lodge
418,Santiago Del Estero,AR,75.88,overcast clouds,-27.7951,-64.2615,Apartamentos Castelli 90
419,Barcelos,PT,51.85,clear sky,41.5388,-8.6151,Hotel Do Terço
420,Brod,BA,35.28,few clouds,45.1375,17.9897,Villa Herbarium
421,Kidal,ML,62.11,overcast clouds,18.4411,1.4078,Ungoofaaru Inn
422,Vicuna,CL,76.77,clear sky,-30.0319,-70.7081,Los Mosaicos
423,Saint Anthony,US,24.73,overcast clouds,45.0205,-93.218,Holiday Inn Express Roseville-St. Paul
424,Anadyr,RU,3.7,mist,64.75,177.4833,Отке17.ру — жильё для командированных
425,Arman,RU,-11.42,overcast clouds,59.7,150.1667,Ungoofaaru Inn
426,Abha,SA,53.42,clear sky,18.2164,42.5053,Abha Hotel
427,Margate,GB,42.51,broken clouds,51.3813,1.3862,Premier Inn Margate hotel
428,Vilhena,BR,73.62,thunderstorm with light rain,-12.7406,-60.1458,Hotel Mirage
429,Thinadhoo,MV,81.41,overcast clouds,0.5333,72.9333,Ungoofaaru Inn
430,La Rioja,ES,33.12,clear sky,42.25,-2.5,Casa Concejos
431,Beloha,MG,69.17,clear sky,-25.1667,45.05,Ungoofaaru Inn
432,Airai,TL,68.18,overcast clouds,-8.9266,125.4092,Ungoofaaru Inn
433,Nanakuli,US,81.03,few clouds,21.3906,-158.1547,Camp Pālehua
434,Codrington,AU,84.87,broken clouds,-38.2667,141.9667,Codrington Gardens Bed And Breakfast
435,Inuvik,CA,0.46,mist,68.3499,-133.7218,Nova Inn Inuvik
436,Katima Mulilo,,66.65,light rain,-17.5,24.2667,Protea Hotel by Marriott Zambezi River Lodge
437,Payo,ID,73.29,overcast clouds,-3.7508,103.6372,Mess keban agung
438,Nome,US,-15.84,clear sky,64.5011,-165.4064,Dredge 7 Inn
439,Maymyo,MM,51.17,broken clouds,22.0333,96.4667,Tiger Hotel
440,Ulladulla,AU,79.88,scattered clouds,-35.35,150.4667,Sandpiper Motel
441,Gamba,GA,75.54,scattered clouds,-2.65,10.0,Ungoofaaru Inn
442,Praia Da Vitoria,PT,59.25,broken clouds,38.7333,-27.0667,Hotel Branco I
443,Belmonte,BR,75.7,overcast clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
444,Wasilla,US,24.37,overcast clouds,61.5814,-149.4394,Alaska's Select Inn Wasilla
445,Taoudenni,ML,65.66,scattered clouds,22.6783,-3.9836,Ungoofaaru Inn
446,Bemidji,US,27.37,overcast clouds,47.4736,-94.8803,Hampton Inn & Suites Bemidji
447,Ankazoabo,MG,70.03,few clouds,-22.2833,44.5167,ENCEIN BUREAU CISCO
448,Buraydah,SA,57.65,clear sky,26.326,43.975,فندق راحة السلام
449,Grand-Lahou,CI,78.8,clear sky,5.1367,-5.0242,Hotel Beatitude de Grand Lahou
450,Lubawa,PL,37.47,overcast clouds,53.5043,19.7497,Hotel dla psów Jamajka
451,Banda Aceh,ID,78.13,broken clouds,5.5577,95.3222,Sulthan Hotel International
452,Baruun-Urt,MN,-10.08,few clouds,46.6806,113.2792,Ахмадын амралт сувилал
453,Astana,KZ,-11.25,scattered clouds,51.1801,71.446,King Hotel Astana
454,Cidreira,BR,73.96,moderate rain,-30.1811,-50.2056,Hotel Castelo
455,Marienburg,PL,40.66,overcast clouds,54.0359,19.0266,Hotel Centrum Malbork
456,Whitianga,NZ,78.03,few clouds,-36.8333,175.7,Beachside Resort Whitianga
457,Bonthe,SL,78.28,scattered clouds,7.5264,-12.505,Bonthe Holiday Village
458,Ndele,CF,72.01,overcast clouds,8.4109,20.6473,Ungoofaaru Inn
459,Barra,BR,71.22,overcast clouds,-11.0894,-43.1417,Motel Albatroz
460,Burla,IN,54.37,clear sky,21.5,83.8667,VSSUT Guest House
461,Avera,US,49.71,broken clouds,33.194,-82.5271,Ungoofaaru Inn
462,Da Lat,VN,56.46,scattered clouds,11.9465,108.4419,Khách Sạn Dragon King I
463,Faanui,PF,81.09,light rain,-16.4833,-151.75,Bora-Bora Pearl Beach Resort & Spa
464,Sangod,IN,47.8,clear sky,24.9167,76.2833,krishan sharema
465,Geraldton,AU,72.01,clear sky,-28.7667,114.6,Broadwater Mariner Resort
466,Emirdag,TR,8.33,broken clouds,39.0197,31.15,Emirdağ Öğretmenevi
467,Issenye,TZ,67.95,broken clouds,-2.0,34.3333,Ungoofaaru Inn
468,Harstad,NO,29.43,overcast clouds,68.799,16.5293,Clarion Collection Hotel Arcticus
469,Ciudad Real,ES,42.15,scattered clouds,39.0,-4.0,Hotel Pago del Vicario
470,Havelock,US,36.01,few clouds,34.8791,-76.9013,Sherwood Motel
471,Tautira,PF,84.22,light rain,-17.7333,-149.15,Pension Oaoa
472,Janakkala,FI,33.66,overcast clouds,60.9,24.6,Sun Hotels Oy
473,Rocha,UY,69.46,overcast clouds,-34.4833,-54.3333,Hotel Arrarte
474,Hofn,IS,31.98,overcast clouds,64.2539,-15.2082,Hótel Höfn
475,Pierre,US,41.86,overcast clouds,44.3683,-100.351,Ramkota Hotel
476,Neiafu,TO,82.85,few clouds,-18.65,-173.9833,Mystic Sands Beachfront Accommodation
477,Fort Nelson,CA,21.34,overcast clouds,58.8053,-122.7002,The Fort Nelson Hotel
478,Gambela,ET,81.88,overcast clouds,8.25,34.5833,Solomon Debebe Hotel
479,Khorixas,,76.78,broken clouds,-20.3667,14.9667,Khorixas Lodge
480,Qaqortoq,GL,18.1,overcast clouds,60.7167,-46.0333,Siniffik Inn
481,Adrar,MR,65.89,broken clouds,20.5022,-10.0711,Ungoofaaru Inn
482,Vieste,IT,49.42,scattered clouds,41.8825,16.175,Hotel Falcone
483,Bac Lieu,VN,76.39,broken clouds,9.285,105.7244,Khách sạn Sài Gòn Bạc Liêu
484,Vangaindrano,MG,71.8,light rain,-23.35,47.6,Hotel Fanilo
485,Suda,RU,4.59,overcast clouds,59.1525,37.5582,Ungoofaaru Inn
486,Ust-Kuyga,RU,-10.01,overcast clouds,70.0167,135.6,Ungoofaaru Inn
487,Nizhniy Kuranakh,RU,-2.69,light snow,58.8353,125.4869,Park Pobedy
488,Gold Coast,AU,81.0,broken clouds,-28.0,153.4333,Mantra Towers of Chevron Surfers Paradise
489,Fairbanks,US,-1.91,overcast clouds,64.8378,-147.7164,Westmark Fairbanks Hotel & Conference Center
490,Novo Aripuana,BR,72.54,overcast clouds,-5.1206,-60.3797,Hotel Ezequiel
491,Bam,IR,50.47,clear sky,29.106,58.357,Bam Tourist Hotel
492,Madimba,TZ,77.83,overcast clouds,-10.4,40.3333,Ungoofaaru Inn
493,Banikoara,BJ,71.98,clear sky,11.2985,2.4386,Hôtel de l'UCom CVPC
494,Beinamar,TD,70.43,scattered clouds,8.6698,15.3813,Ungoofaaru Inn
495,Kalangala,UG,69.15,few clouds,-0.3089,32.225,Ssese Habitat Resort
496,Sangar,RU,-21.12,overcast clouds,63.9242,127.4739,Ungoofaaru Inn
497,Hakui,JP,39.72,overcast clouds,36.8833,136.7833,KYUKAMURA NOTO-CHIRIHAMA
498,Lagos,NG,71.89,clear sky,6.5833,3.75,Ungoofaaru Inn
499,Jalu,LY,47.5,clear sky,29.0331,21.5482,صاحبة الفخامة
500,Paranhos,BR,70.47,broken clouds,-23.8928,-55.4311,Hotel Saron
501,Baleshwar,IN,61.99,clear sky,21.4942,86.9317,Banjara Hotels Pvt Ltd
502,Jijiga,ET,55.67,clear sky,9.35,42.8,RAMAAS HOTEL
503,Effingham,US,52.25,broken clouds,32.3669,-81.3332,Countryside Village
504,Simbahan,PH,81.07,broken clouds,6.3032,120.5836,Ungoofaaru Inn
505,Sampit,ID,76.96,overcast clouds,-2.5333,112.95,Aquarius Boutique Hotel Sampit
506,Pisco,PE,70.02,broken clouds,-13.7,-76.2167,Hotel San Isidro Oficial
507,Ystad,SE,42.94,overcast clouds,55.4297,13.8204,Continental du Sud
508,Grindavik,IS,27.07,scattered clouds,63.8424,-22.4338,Northern Light Inn & Max's Restaurant
509,Laredo,US,64.4,scattered clouds,27.5064,-99.5075,La Posada Hotel
510,Lasa,IT,31.37,few clouds,46.6166,10.7002,Pension Feldgärtenhof
511,Takoradi,GH,78.94,clear sky,4.8845,-1.7554,Raybow International Hotel
512,Sorland,NO,38.41,overcast clouds,67.667,12.6934,Sjybrygga fiskecamp
513,Trzebiatow,PL,41.86,overcast clouds,54.0615,15.2648,MNE Apartament
514,Brigantine,US,27.01,clear sky,39.4101,-74.3646,Legacy Vacation Resorts - Brigantine Beach
515,Mount Isa,AU,78.57,overcast clouds,-20.7333,139.5,ibis Styles Mt Isa Verona
516,Bahia Blanca,AR,64.09,clear sky,-38.7196,-62.2724,Hotel Argos
517,Trinidad,BO,78.08,overcast clouds,-14.8333,-64.9,Hotel Piesta
518,Gondanglegi,ID,77.2,overcast clouds,-7.7479,112.0132,Rumah Mujiatin
519,Yumen,CN,17.29,broken clouds,40.2833,97.2,Ungoofaaru Inn
520,Hualmay,PE,72.23,broken clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
521,Shashi,CN,35.82,light rain,30.3072,112.2447,Xingyu Hotel
522,Northam,GB,47.61,overcast clouds,51.0333,-4.2167,Durrant House Hotel
523,Kavieng,PG,83.97,light rain,-2.5744,150.7967,Nusa Island Retreat
524,Zemio,CF,70.5,overcast clouds,5.0314,25.1361,OCHA Office
525,Porto Belo,BR,82.38,moderate rain,-27.1578,-48.5531,Costa Verde Beach Hotel
526,Tigil,RU,-2.96,overcast clouds,57.8,158.6667,Tigil'
527,Barstow,US,59.49,clear sky,34.8986,-117.0228,"Motel 6 Barstow, CA"
528,Talcahuano,CL,64.08,broken clouds,-36.7167,-73.1167,departamento comodo
529,Coahuayana,MX,80.1,overcast clouds,18.7333,-103.6833,El rranchito michuacan de ocampos
530,Djenne,ML,72.46,overcast clouds,13.9061,-4.5533,Hôtel Chez Baba
531,Shache,CN,25.72,few clouds,38.4167,77.2406,Delong Hotel
532,Genhe,CN,-19.08,overcast clouds,50.7833,121.5167,Companionship Hotel
533,Meulaboh,ID,75.31,overcast clouds,4.1363,96.1285,Kost Pria
534,Hornepayne,CA,11.64,overcast clouds,49.2138,-84.7705,Kay-Vee Lodge Ltd
535,Mauganj,IN,46.6,clear sky,24.6833,81.8833,Hotel Shagun Palace & Marriage Garden
536,Kismayo,SO,76.8,broken clouds,-0.3582,42.5454,Agan-Hotel
537,Yatou,CN,30.9,broken clouds,37.15,122.3833,GreenTree Hotel Rongcheng Bus Station
538,Alekseyevskoye,RU,2.08,overcast clouds,55.3071,50.1135,"Motel' ""Kurlyanka"""
539,Lashio,MM,51.8,broken clouds,22.9333,97.75,Hotel CF Lashio - Burmese Only
540,Funchal,PT,60.71,scattered clouds,32.6333,-16.9,Pestana Casino Park
541,Porvoo,FI,34.92,light snow,60.3923,25.6651,Old Town Bed and breakfast Ida-Maria
542,Camacha,PT,55.53,broken clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
543,Orange Cove,US,67.6,clear sky,36.6244,-119.3137,Ungoofaaru Inn
544,Filingue,NE,66.45,scattered clouds,14.3521,3.3168,Ungoofaaru Inn
545,Xining,CN,16.41,overcast clouds,36.6167,101.7667,Super Leisure Hotel
546,Lucapa,AO,63.73,light rain,-8.4192,20.7447,Residência Ulisses Dos Santos
547,Saint-Francois,FR,26.67,fog,46.4154,3.9054,Manoir Du Bonheur
548,Capoeiras,BR,67.3,light rain,-8.7347,-36.6267,Pousada Pão de Mel
549,Manitouwadge,CA,15.4,overcast clouds,49.1215,-85.8403,Select Inn
550,Ikongo,MG,66.76,light rain,-21.8833,47.4333,Ungoofaaru Inn
551,Stavern,NO,41.74,overcast clouds,59.0,10.0333,Hotel Wassilioff
552,Youhao,CN,-4.31,overcast clouds,47.8667,128.8333,Changcheng Hotel
553,Marystown,CA,33.85,overcast clouds,47.1666,-55.1483,Marystown Hotel & Convention Centre
554,Buala,SB,81.88,overcast clouds,-8.145,159.5921,Maringe Lagoon Lodge
555,Fare,PF,80.73,broken clouds,-16.7,-151.0167,Maitai Lapita Village Huahine
556,Buncrana,IE,48.2,overcast clouds,55.1333,-7.45,Inishowen Gateway Hotel
557,Paamiut,GL,10.83,overcast clouds,61.994,-49.6678,Pistut
558,Opuwo,,73.45,broken clouds,-18.0607,13.84,ABBA Guesthouse
559,Manado,ID,81.37,few clouds,1.487,124.8455,Aryaduta Hotel
560,Artyom,AZ,42.94,broken clouds,40.4723,50.333,Merdan Respect
561,Keflavik,IS,29.52,scattered clouds,64.0049,-22.5624,Hotel Keflavik
562,Sao Jose Da Coroa Grande,BR,79.05,few clouds,-8.8978,-35.1478,Crôa Mares Hotel
563,Oktyabrskoye,RU,24.94,overcast clouds,43.0645,44.7417,Prolesok Mini-hotel
564,College,US,0.66,overcast clouds,64.8569,-147.8028,Pike's Waterfront Lodge
565,Alekseyevskaya,RU,8.56,overcast clouds,50.2896,42.1845,Ungoofaaru Inn
566,Santa Cruz,BO,84.09,overcast clouds,-17.8,-63.1667,Aviador Hotel Boutique
567,Quatre Cocos,MU,75.94,scattered clouds,-20.2078,57.7625,Sunrise Attitude Hotel
568,Jinka,ET,64.98,clear sky,5.65,36.65,Ungoofaaru Inn
569,Deniliquin,AU,83.14,overcast clouds,-35.5333,144.9667,Riviana Motel
570,Illapel,CL,69.49,clear sky,-31.6308,-71.1653,Hotel Londres
571,Camopi,GF,71.42,broken clouds,3.1655,-52.3158,La pousada
572,Guinabsan,PH,78.75,scattered clouds,8.8975,125.4161,Wilmar Galindo
573,New Port Richey,US,61.21,overcast clouds,28.2442,-82.7193,Quality Inn & Suites Conference Center
574,La Ronge,CA,11.97,overcast clouds,55.1001,-105.2842,Northland Motor Hotel
575,Muriti,TZ,75.11,broken clouds,-1.9833,32.9167,Ungoofaaru Inn
576,Kieta,PG,80.87,light rain,-6.2167,155.6333,Uruna Bay Retreat
577,Belebey,RU,13.96,snow,54.1167,54.1167,"Gostinitsa ""Belebey"""
578,Pemangkat,ID,77.05,overcast clouds,1.1667,108.9667,Ramah Kost KITA
579,Ozuluama,MX,64.85,overcast clouds,21.6667,-97.85,Hotel Posada De La Roma
580,Svetlogorsk,BY,17.83,overcast clouds,52.6333,29.7333,Hotel Svetlogorsk JBIK
581,Sakaiminato,JP,46.15,overcast clouds,35.55,133.2333,Matsuya
582,Preston,GB,50.74,overcast clouds,53.7667,-2.7167,Legacy Preston International Hotel - managed by Legacy Hotels and Resorts
583,Aleksandrovsk-Sakhalinskiy,RU,0.77,scattered clouds,50.8975,142.1561,"The hotel ""Three Brothers"""
584,Henties Bay,,66.85,overcast clouds,-22.116,14.2845,Fishermans Guest House
585,Little Current,CA,18.41,overcast clouds,45.9793,-81.9248,Hawberry Motel
586,Seymchan,RU,-37.86,overcast clouds,62.8833,152.4333,Ungoofaaru Inn
587,Haileybury,CA,3.49,overcast clouds,47.449,-79.6373,Haileybury Beach Motel
588,Ginda,IN,30.02,scattered clouds,30.6945,78.4932,Sunil Bisht
589,Morrinhos,BR,68.16,broken clouds,-17.7311,-49.0994,Hotel Águia
590,Ewa Beach,US,82.35,few clouds,21.3156,-158.0072,Uncle Junior Robert
591,Prieska,ZA,83.25,scattered clouds,-29.6641,22.7474,Avenue GuestHouse
592,Kimberley,ZA,72.57,overcast clouds,-28.7323,24.7623,Welgewandel Guesthouse
593,Aswan,EG,47.23,clear sky,24.0934,32.907,Nuba Nile
594,Esna,EG,44.98,clear sky,25.2934,32.554,Orient Star Dahabyia Isna 05 Nights Each Sunday
595,Diego De Almagro,CL,68.88,clear sky,-26.3667,-70.05,hotel luna del desierto
596,Fonte Boa,BR,73.71,broken clouds,-2.4959,-66.2662,Ungoofaaru Inn
597,Shelburne,CA,9.66,scattered clouds,44.0787,-80.2041,The Retreat at the Farm
598,Armidale,AU,63.81,overcast clouds,-30.5167,151.65,Abbotsleigh Motor Inn
599,Porto Novo,BJ,75.06,clear sky,6.4965,2.6036,Tour Eiffel Hotel Benin
600,Aykhal,RU,-9.71,broken clouds,66.0,111.5,Ungoofaaru Inn
601,Sooke,CA,44.19,broken clouds,48.3746,-123.7276,Sooke Harbour House Hotel & Resort
602,Marihatag,PH,79.39,scattered clouds,8.7936,126.2969,Mariner's Place & Resort
603,Candelaria,PH,78.39,broken clouds,13.9311,121.4233,Casa de Provincia
604,Villa Carlos Paz,AR,75.06,overcast clouds,-31.4241,-64.4978,Monte Carlo vcp
605,Morant Bay,JM,80.22,few clouds,17.8815,-76.4093,Whispering Bamboo Cove Resort
606,Bekessamson,HU,31.1,broken clouds,46.4167,20.6333,Ungoofaaru Inn
607,Grand Gaube,MU,77.47,few clouds,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
608,Petropavlovsk-Kamchatskiy,RU,12.79,clear sky,53.0452,158.6483,The Hotel Petropavlovsky
609,Mata,PT,46.6,clear sky,40.683,-7.4592,Hostel EntryFik
610,Biloela,AU,84.85,overcast clouds,-24.4167,150.5,Biloela Silo Motor Inn
611,Talaya,RU,-37.37,overcast clouds,61.3833,152.75,Ungoofaaru Inn
612,Salym,RU,-0.98,overcast clouds,60.0625,71.4789,Gostinitsa Salym
613,Shimoda,JP,46.11,overcast clouds,34.6667,138.95,Shimoda Tokyu Hotel
614,Camapua,BR,80.31,overcast clouds,-19.5314,-54.0439,Comercial Estrela
615,Romitan,UZ,33.75,clear sky,39.9343,64.3814,Hotel Temur
616,Medina Del Campo,ES,39.94,clear sky,41.3124,-4.9141,Hotel Villa de Ferias
617,Bermeo,ES,46.24,clear sky,43.4209,-2.7215,Eco-Hotel Mundaka
618,Kysyl-Syr,RU,-11.74,overcast clouds,63.8986,122.7617,Ungoofaaru Inn
619,Agua Verde,MX,75.29,broken clouds,22.9,-106.05,Ungoofaaru Inn
620,Hokitika,NZ,64.62,clear sky,-42.7167,170.9667,Beachfront Hotel Hokitika
621,Malanje,AO,62.65,overcast clouds,-9.5402,16.341,Hotel Ginga
622,Blagoyevo,RU,1.02,overcast clouds,63.3667,47.9167,Ungoofaaru Inn
623,Katobu,ID,81.03,overcast clouds,-4.9408,122.5276,La Ode Husein
624,San Felipe,VE,66.22,scattered clouds,10.3399,-68.7425,Posada Llovizna Rodríguez
