City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
625,Phalaborwa,ZA,69.96,light rain,-23.943,31.1411,Bothabelo Bed and Breakfast
626,Colares,PT,56.28,broken clouds,38.7992,-9.4469,Arribas Sintra Hotel
627,Mandan,US,35.58,overcast clouds,46.8267,-100.8896,Twin City Estates
628,Chokwe,MZ,73.98,overcast clouds,-24.5333,32.9833,Complexo Sonho Real
629,Adeje,ES,61.68,few clouds,28.1227,-16.726,Gran Tacande Wellness & Relax
630,Kovernino,RU,-4.58,light snow,57.1253,43.8142,Welcome
631,Novokruchininskiy,RU,-25.4,broken clouds,51.7833,113.7667,Ungoofaaru Inn
632,Beira,MZ,77.58,moderate rain,-19.8436,34.8389,Beira Terrace Hotel
633,Port-Gentil,GA,80.15,broken clouds,-0.7193,8.7815,Fengshui Residence
634,Acarau,BR,78.01,overcast clouds,-2.8856,-40.12,castelo pizzaria
635,Linfen,CN,32.7,overcast clouds,36.0889,111.5189,Suoxing Hotel
636,Marzuq,YE,57.74,clear sky,14.4,46.4667,Ungoofaaru Inn
637,Santiago,CL,76.86,clear sky,-33.4569,-70.6483,Che Lagarto Hostel Santiago
638,Alipur Chatha,PK,46.65,clear sky,32.2688,73.819,Saeed General Store
639,Cabedelo,BR,79.47,scattered clouds,-6.9811,-34.8339,Hotel Pigalle
640,Campbell River,CA,35.6,broken clouds,50.0163,-125.2446,Anchor Inn & Suites
641,Szigetvar,HU,34.75,few clouds,46.0486,17.8055,Hotel Kumilla
642,Ilabaya,PE,66.51,overcast clouds,-17.4208,-70.5133,Ungoofaaru Inn
643,Jasper,US,32.54,overcast clouds,37.2001,-94.3502,Guest House Motel
644,Joao Pinheiro,BR,70.93,broken clouds,-17.7425,-46.1725,Hotel Santos
645,Mareeba,AU,81.48,light rain,-17.0,145.4333,Trinity Plains Tourist Park
646,Touros,BR,80.58,broken clouds,-5.1989,-35.4608,INN NEW HORIZON
647,Mandalgovi,MN,-2.29,clear sky,45.7625,106.2708,В.Ганбат
648,Yangjiang,CN,68.95,broken clouds,21.85,111.9667,HUALUXE Yangjiang City Center
649,Ishigaki,JP,70.47,overcast clouds,24.3448,124.1572,Hotel Peace Land Ishigakijima
650,Vestmannaeyjar,IS,35.55,overcast clouds,63.4427,-20.2734,Glamping & Camping
651,Boguchany,RU,-10.05,overcast clouds,58.3814,97.4531,Uyut
652,Semporna,MY,79.23,overcast clouds,4.4818,118.6112,"Han Palace Hotel, Semporna, Sabah."
653,Manicore,BR,72.1,overcast clouds,-5.8092,-61.3003,Hotel Durval
654,Palana,RU,1.78,overcast clouds,59.1167,159.9667,Chikago
655,Kashi,CN,24.22,clear sky,39.4547,75.9797,帕米尔青年旅舍
656,Arinos,BR,70.0,heavy intensity rain,-15.9169,-46.1056,casa do bruno
657,Panama City,PA,80.55,few clouds,8.9936,-79.5197,Riande Urban Hotel
658,Izumo,JP,44.71,overcast clouds,35.3667,132.7667,Toyoko-Inn Izumoshi ekimae
659,Santa Isabel Do Rio Negro,BR,74.23,overcast clouds,-0.4139,-65.0192,Hotel GSA
660,San Andres,CO,80.62,broken clouds,12.5847,-81.7006,Hotel Arena Blanca
661,Pimentel,PE,70.07,overcast clouds,-6.8367,-79.9342,Casona Del Muelle
662,Warrnambool,AU,84.81,broken clouds,-38.3833,142.4833,Lady Bay Resort
663,Aberdeen,GB,50.49,scattered clouds,57.1437,-2.0981,Premier Inn Aberdeen City Centre hotel
664,Honningsvag,NO,30.16,light snow,70.9821,25.9704,Nordkapp Vandrerhjem
665,Shebunino,RU,20.75,overcast clouds,46.4339,141.8603,Ungoofaaru Inn
666,Camana,PE,71.83,overcast clouds,-16.6228,-72.7111,Hostal Morales
667,Kupang,ID,84.78,broken clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
668,Xixiang,CN,32.77,light snow,35.1628,112.865,Sanmao Hotel Hotel
669,San Angelo,US,41.97,overcast clouds,31.4638,-100.437,"Motel 6 San Angelo, TX"
670,Guerrero Negro,MX,66.56,overcast clouds,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
671,Pedernales,DO,76.15,clear sky,18.0384,-71.744,Hotel Costa Marina
672,Nueva Helvecia,UY,68.59,overcast clouds,-34.3,-57.2333,La Posada de Ofelia
673,High Level,CA,19.49,scattered clouds,58.5169,-117.136,Days Inn by Wyndham High Level
674,Surgut,RU,3.38,light snow,61.25,73.4167,Business Hotel
675,Santa Luzia,BR,72.5,broken clouds,-19.7697,-43.8514,Pousada Chao Earth
676,Kant,IN,45.81,clear sky,27.8,79.8,Haseeb Khan shatreng
677,Sabancuy,MX,75.04,few clouds,18.9667,-91.1833,pulpo
678,Escarcega,MX,75.69,broken clouds,18.6089,-90.7454,Hotel Maria Isabel
679,Vallenar,CL,73.99,clear sky,-28.5708,-70.7581,Humacao Bed & Breakfast
680,Moerai,PF,80.31,overcast clouds,-22.4333,-151.3333,Le Manotel
681,Greenwood,US,46.09,clear sky,34.1668,-82.1165,Quality Inn Greenwood Hwy 25
682,Tupelo,US,38.25,clear sky,34.2576,-88.7034,"Hilton Garden Inn Tupelo, MS"
683,Samokov,BG,25.3,broken clouds,42.3333,23.55,The Castle Hotel
684,Sarangani,PH,81.7,broken clouds,5.4033,125.4636,Ballistic Islet
685,Nantucket,US,24.96,scattered clouds,41.2835,-70.0995,Jared Coffin House
686,Southbridge,US,18.95,scattered clouds,42.0751,-72.0334,Southbridge Hotel & Conference Center
687,Rosarito,MX,68.77,clear sky,32.3333,-117.0333,Hotel Festival Plaza Rosarito
688,Prince Rupert,CA,40.51,overcast clouds,54.3161,-130.3201,Crest Hotel
689,Coromandel,BR,66.13,broken clouds,-18.4733,-47.2003,Hotel Dona Adélia
690,Sorkjosen,NO,24.13,light snow,69.8,20.9333,Reisafjord Hotel AS
691,Teguldet,RU,-4.16,overcast clouds,57.3064,88.1667,Ungoofaaru Inn
692,Te Anau,NZ,58.32,scattered clouds,-45.4167,167.7167,Kingsgate Hotel Te Anau
693,Dera Bugti,PK,50.81,clear sky,29.0307,69.151,Nawab Bugti House
694,Sitia,GR,45.99,overcast clouds,35.2,26.0986,Sitia Bay
695,Dharchula,IN,37.22,broken clouds,29.85,80.5333,Mahara Hotel
696,Zhangye,CN,17.4,overcast clouds,38.9342,100.4517,Zhangye Lvzhou Holiday Inn
697,Hedaru,TZ,68.9,scattered clouds,-4.5,37.9,Hedaru Palace Hotel
698,Pathein,MM,65.07,clear sky,16.7833,94.7333,New Pammawaddy Hotel
699,Moindou,NC,84.15,scattered clouds,-21.6924,165.677,Equi-lodge de Moindou
700,Sorong,ID,82.81,overcast clouds,-0.8833,131.25,Waigo Splash Hotel
701,Thongwa,MM,69.96,clear sky,16.7619,96.5278,Mhaw Wun Marlar Park
702,Kamsack,CA,20.84,overcast clouds,51.5667,-101.9009,Liquor Store Kamsack & Woodlander Hotel
703,Ilhabela,BR,77.7,scattered clouds,-23.7781,-45.3581,Ilha Flat Hotel
704,Ugoofaaru,MV,78.94,overcast clouds,5.6667,73.0,Ungoofaaru Inn
